,secID,ticker,exchangeCD,secShortName,tradeDate,contractObject,contractMark,preSettlePrice,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,settlePrice,turnoverVol,turnoverValue,openInt,CHG,CHG1,CHGPct,mainCon,smainCon
121,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-22,AU,L4,367.48,369.5,369.3,370.24,366.92,367.4,368.74,8666.0,3195654700.0,16979.0,-0.08,1.26,-0.0002177,0,0
122,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-23,AU,L4,368.74,367.4,367.72,369.42,366.88,368.62,368.1,7988.0,2940513580.0,17555.0,-0.12,-0.64,-0.00032543,0,0
123,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-24,AU,L4,368.1,368.62,369.22,369.22,366.12,368.16,367.42,8291.0,3046355540.0,18537.0,0.06,-0.68,0.000163,0,0
124,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-25,AU,L4,367.42,368.16,369.16,370.6,367.74,369.16,369.02,6346.0,2341889980.0,19261.0,1.74,1.6,0.00473572,0,0
125,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-26,AU,L4,369.02,369.16,368.7,372.38,367.14,368.26,369.64,9427.0,3484754140.0,21270.0,-0.76,0.62,-0.00205951,0,0
126,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-29,AU,L4,369.64,368.26,368.1,370.28,367.34,368.14,368.48,7295.0,2688112520.0,22038.0,-1.5,-1.16,-0.004058,0,0
127,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-30,AU,L4,368.48,368.14,368.46,369.1,363.38,363.62,365.42,10715.0,3915559540.0,21978.0,-4.86,-3.06,-0.01318932,0,0
128,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-03-31,AU,L4,365.42,363.62,359.98,360.9,357.96,359.46,359.46,11002.0,3954944340.0,22323.0,-5.96,-5.96,-0.01631,0,0
129,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-01,AU,L4,359.46,359.46,359.46,367.54,359.4,366.84,363.76,11638.0,4233502520.0,23266.0,7.38,4.3,0.0205308,0,0
130,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-02,AU,L4,363.76,366.84,367.72,371.94,367.7,371.92,369.7,9025.0,3336645640.0,23852.0,8.16,5.94,0.02243237,0,0
131,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-06,AU,L4,369.7,371.92,369.18,371.14,368.44,369.18,370.34,4458.0,1651060200.0,24318.0,-0.52,0.64,-0.00140655,0,0
132,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-07,AU,L4,370.34,369.18,370.42,372.099,369.86,371.26,370.98,9452.0,3506667940.0,24451.0,0.92,0.64,0.0024842,0,0
133,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-08,AU,L4,370.98,371.26,370.68,372.72,369.54,371.8,371.04,12576.0,4666438800.0,24900.0,0.82,0.06,0.00221036,0,0
134,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-09,AU,L4,371.04,371.8,372.96,375.82,372.9,373.8,374.54,13643.0,5110013320.0,25378.0,2.76,3.5,0.00743855,0,0
135,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-12,AU,L4,374.54,373.8,371.52,372.68,369.5,371.12,371.1,13221.0,4906411040.0,25633.0,-3.42,-3.44,-0.0091312,0,0
136,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-13,AU,L4,371.1,371.12,370.68,370.68,367.2,367.3,368.62,14331.0,5282897900.0,25784.0,-3.8,-2.48,-0.01023983,0,0
137,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-14,AU,L4,368.62,367.3,369.9,372.3,369.74,371.44,371.22,13733.0,5097983000.0,26423.0,2.82,2.6,0.00765015,0,0
138,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-15,AU,L4,371.22,371.44,371.18,371.32,368.12,371.28,369.34,16081.0,5939513960.0,27216.0,0.06,-1.88,0.00016163,0,0
139,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-16,AU,L4,369.34,371.28,371.12,375.6,370.66,374.42,373.82,13244.0,4951130400.0,27715.0,5.08,4.48,0.01375426,0,0
140,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-19,AU,L4,373.82,374.42,378.08,379.02,376.14,377.46,377.24,13337.0,5031329380.0,29353.0,3.64,3.42,0.00973731,0,0
141,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-20,AU,L4,377.24,377.46,376.4,376.4,372.92,373.62,374.62,14159.0,5304278840.0,31245.0,-3.62,-2.62,-0.00959601,0,0
142,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-21,AU,L4,374.62,373.62,373.86,377.7,373.22,377.36,375.56,12905.0,4846794380.0,31991.0,2.74,0.94,0.00731408,0,0
143,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-22,AU,L4,375.56,377.36,377.34,379.6,376.68,378.02,378.34,13239.0,5008891720.0,32737.0,2.46,2.78,0.00655022,0,0
144,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-23,AU,L4,378.34,378.02,376.5,377.799,375.46,376.96,376.7,12496.0,4707455740.0,33080.0,-1.38,-1.64,-0.00364751,0,0
145,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-26,AU,L4,376.7,376.96,378.42,379.1,373.74,375.1,375.9,12988.0,4882386600.0,33029.0,-1.6,-0.8,-0.00424741,0,0
146,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-27,AU,L4,375.9,375.1,374.88,376.28,373.86,375.48,375.0,12471.0,4676658800.0,32648.0,-0.42,-0.9,-0.00111732,0,0
147,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-28,AU,L4,375.0,375.48,375.98,376.82,372.8,373.1,374.62,14943.0,5598132400.0,32180.0,-1.9,-0.38,-0.00506667,0,0
148,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-29,AU,L4,374.62,373.1,373.38,376.9,372.6,374.44,374.72,13893.0,5206154820.0,30740.0,-0.18,0.1,-0.00048049,0,0
149,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-04-30,AU,L4,374.72,374.44,374.8,374.82,369.92,372.6,371.82,15597.0,5799537340.0,29461.0,-2.12,-2.9,-0.00565756,0,0
150,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-06,AU,L4,371.82,372.6,372.62,378.18,372.62,377.86,377.0,8747.0,3297654000.0,29705.0,6.04,5.18,0.01624442,0,0
151,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-07,AU,L4,377.0,377.86,378.04,382.66,377.08,381.96,380.9,18568.0,7072887800.0,29399.0,4.96,3.9,0.0131565,0,0
152,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-10,AU,L4,380.9,381.96,384.82,385.68,382.06,383.36,383.48,18078.0,6932847780.0,30129.0,2.46,2.58,0.00645839,0,0
153,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-11,AU,L4,383.48,383.36,384.08,384.68,382.1,382.84,383.52,14721.0,5646005620.0,31733.0,-0.64,0.04,-0.00166893,0,0
154,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-12,AU,L4,383.52,382.84,381.42,383.8,379.94,383.8,382.06,13286.0,5076136060.0,32728.0,0.28,-1.46,0.00073008,0,0
155,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-13,AU,L4,382.06,383.8,385.0,385.679,380.98,381.92,382.72,15778.0,6038827620.0,33788.0,-0.14,0.66,-0.00036643,0,0
156,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-14,AU,L4,382.72,381.92,381.28,384.88,380.94,384.88,382.34,10189.0,3895763260.0,35181.0,2.16,-0.38,0.00564381,0,0
157,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-17,AU,L4,382.34,384.88,384.88,389.14,384.06,388.46,387.08,10493.0,4061716620.0,36320.0,6.12,4.74,0.0160067,0,0
158,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-18,AU,L3,387.08,388.46,387.56,392.72,386.66,391.1,390.58,11017.0,4303232540.0,37204.0,4.02,3.5,0.01038545,0,0
159,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-19,AU,L3,390.58,391.1,391.46,391.8,389.0,391.56,390.34,13234.0,5165831580.0,37710.0,0.98,-0.24,0.00250909,0,0
160,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-20,AU,L3,390.34,391.56,391.56,395.4,389.5,391.72,392.36,18107.0,7104528320.0,37558.0,1.38,2.02,0.00353538,0,0
161,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-21,AU,L3,392.36,391.72,391.48,394.3,390.92,391.68,392.02,12181.0,4775416620.0,37410.0,-0.68,-0.34,-0.0017331,0,0
162,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-24,AU,L3,392.02,391.68,393.88,395.12,390.38,393.06,393.02,14914.0,5861779800.0,37234.0,1.04,1.0,0.00265293,0,0
163,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-25,AU,L3,393.02,393.06,392.78,393.12,389.419,391.599,391.26,11160.0,4366474060.0,37211.0,-1.421,-1.76,-0.00361559,0,0
164,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-26,AU,L3,391.26,391.6,391.36,396.82,390.72,395.42,394.1,20111.0,7926055000.0,38400.0,4.16,2.84,0.01063232,0,0
165,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-27,AU,L3,394.1,395.42,395.36,395.98,391.76,393.4,393.94,16248.0,6400787540.0,39783.0,-0.7,-0.16,-0.0017762,0,0
166,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-28,AU,L3,393.94,393.4,393.28,393.54,390.16,390.32,391.64,17210.0,6740195460.0,41505.0,-3.62,-2.3,-0.00918922,0,0
167,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-05-31,AU,L3,391.64,390.32,391.5,394.58,390.8,393.4,392.9,15768.0,6195344180.0,42903.0,1.76,1.26,0.00449392,0,0
168,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-01,AU,L3,392.9,393.4,394.02,396.24,392.859,395.84,394.74,12766.0,5039429380.0,43412.0,2.94,1.84,0.00748282,0,0
169,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-02,AU,L3,394.74,395.84,395.7,396.08,388.24,389.34,392.18,24725.0,9696961060.0,44568.0,-5.4,-2.56,-0.01367989,0,0
170,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-03,AU,L3,392.18,389.34,390.3,391.54,386.06,386.88,389.78,17086.0,6660120220.0,44719.0,-5.3,-2.4,-0.0135142,0,0
171,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-04,AU,L3,389.78,386.88,382.64,383.84,374.52,381.98,378.92,31988.0,12121063400.0,44569.0,-7.8,-10.86,-0.02001129,0,0
172,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-07,AU,L3,378.92,381.98,384.48,386.24,383.52,384.5,384.8,22561.0,8681782880.0,44341.0,5.58,5.88,0.01472606,0,0
173,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-08,AU,L3,384.8,384.5,384.92,389.86,384.7,387.3,387.4,18778.0,7274750840.0,45286.0,2.5,2.6,0.00649688,0,0
174,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-09,AU,L3,387.4,387.3,386.58,387.94,385.26,386.82,386.9,23418.0,9060753440.0,46416.0,-0.58,-0.5,-0.00149716,0,0
175,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-10,AU,L3,386.9,386.82,387.02,388.34,384.2,385.78,386.36,28090.0,10853045100.0,47393.0,-1.12,-0.54,-0.0028948,0,0
176,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-11,AU,L3,386.36,385.78,387.4,390.34,386.56,389.22,388.34,30427.0,11816373220.0,43922.0,2.86,1.98,0.00740242,0,0
177,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-15,AU,L3,388.34,389.22,384.06,384.1,379.54,382.12,381.26,23889.0,9108003060.0,43359.0,-6.22,-7.08,-0.01601689,0,0
178,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-16,AU,L3,381.26,382.12,381.82,382.84,379.2,381.76,381.12,22211.0,8465265900.0,43137.0,0.5,-0.14,0.00131144,0,0
179,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-17,AU,L3,381.12,381.76,381.26,383.36,373.9,375.02,377.44,32384.0,12223236260.0,42996.0,-6.1,-3.68,-0.01600546,0,0
180,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-18,AU,L3,377.44,375.02,370.5,372.0,369.06,371.22,370.8,40448.0,14998816020.0,41113.0,-6.22,-6.64,-0.01647944,0,0
181,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-21,AU,L3,370.8,371.22,369.52,371.88,368.42,371.58,370.16,39125.0,14482712240.0,39413.0,0.78,-0.64,0.00210356,0,0
182,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-22,AU,L3,370.16,371.58,370.96,374.159,370.78,372.86,372.82,24509.0,9137865840.0,37653.0,2.7,2.66,0.00729414,0,0
183,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-23,AU,L3,372.82,372.86,371.28,373.86,371.16,373.66,372.78,16209.0,6042614520.0,38194.0,0.84,-0.04,0.0022531,0,0
184,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-24,AU,L3,372.78,373.66,373.02,375.6,371.38,371.54,373.52,19719.0,7365629140.0,38968.0,-1.24,0.74,-0.00332636,0,0
185,AU2110.XSGE,au2110,XSGE,»¦»Æ½ð2110,2021-06-25,AU,L3,373.52,371.54,372.8,373.44,370.039,370.78,371.92,18293.0,6803658400.0,39356.0,-2.74,-1.6,-0.00733562,0,0
